title,link,tag,desc,page
World Cup 2022: FIFA charges Ecuador over fan chants at opening match,https://www.foxnews.com/sports/fifa-charges-ecuador-over-fan-chants-world-cup-opener,THE WORLD CUP,Alleged discriminatory chants by fans during a World Cup opening round match prompted FIFA officials to slap the Ecuadorian soccer federation with charges.,https://www.foxnews.com/category/politics/foreign-policy
"NHL showcases transgender and nonbinary hockey tournament, responds to criticism on Twitter",https://www.foxnews.com/sports/nhl-showcases-transgender-nonbinary-hockey-tournament-responds-criticism-twitter,NHL,The National Hockey League doubled down on its support of a transgender/nonbinary hockey tournament after receiving criticism on Twitter.,https://www.foxnews.com/category/politics/foreign-policy
Budweiser seeking $47M from FIFA after last-minute alcohol ban: report,https://www.foxnews.com/sports/budweiser-seeking-47-million-fifa-last-minute-alcohol-ban,THE WORLD CUP,"After Qatar reversed its previous decision on the availability of alcohol at the World Cup at the last minute, Budweiser is reportedly seeking $47 million from FIFA.",https://www.foxnews.com/category/politics/foreign-policy
China running intelligence in US is ‘invasion’ of sovereignty: Bill Hagerty,https://www.foxnews.com/video/6316033182112,VIDEO,"Sen. Bill Hagerty, R-Tenn., warns about the dangers of Chinese intelligence running surveillance operations within the U.S. and calls on the Biden administration to ‘push back.’ ",https://www.foxnews.com/category/politics/foreign-policy
"U.S. and Israel discuss military drill to simulate conflict with Iran, proxies",https://www.foxnews.com/world/u-s-israel-discuss-military-drill-simulate-conflict-iran-proxies,WORLD,Israel and the United States are reportedly planning to hold military drills between the two nations to simulate a possible attack against Iran or its proxies in the region.,https://www.foxnews.com/category/politics/foreign-policy
Moscow condemns US response to alleged war crimes against Russian soldiers in Ukraine,https://www.foxnews.com/world/moscow-condemns-us-response-alleged-war-crimes-russian-soldiers-ukraine,UKRAINE,Moscow condemned the U.S.' response to videos that emerged allegedly showing Ukrainian soldiers executing surrendered Russian troops.,https://www.foxnews.com/category/politics/foreign-policy
Iran reportedly enriching uranium at 60% purity at underground Fordow facility,https://www.foxnews.com/world/iran-reportedly-enriching-uranium-60-purity-underground-fordow-facility,IRAN,"Iran has allegedly enriched 60% pure uranium at other sites since April 2021, but the decision to do so at its underground Fordow facility presents significant escalation.",https://www.foxnews.com/category/politics/foreign-policy
Blinken scolds World Cup ban on rainbow armbands: ‘Always concerning’ when free speech limited,https://www.foxnews.com/politics/blinken-world-cup-ban-rainbow-armbands-concerning-free-speech-limited,SECRETARY OF STATE,Secretary of State Antony Blinken on Tuesday said he opposes the decision not to let players wear rainbow armbands in support of anti-discrimination efforts during the World Cup.,https://www.foxnews.com/category/politics/foreign-policy
Blinken says immunity for bin Salman does not speak to 'current status' in US-Saudi relations: 'Legal matter',https://www.foxnews.com/politics/blinken-says-immunity-bin-salman-speak-current-status-us-saudi-relations-legal-matter,WHITE HOUSE,Secretary of State Antony Blinken said the administration's decision to grant immunity to Crown Price Mohammed bin Salman does not reflect 'current status' of US-Saudi relations.,https://www.foxnews.com/category/politics/foreign-policy
MSNBC anchors lecture Americans and Israel about human rights while downplaying Qatar's abuses,https://www.foxnews.com/media/msnbc-anchors-lectures-americans-israel-human-rights-qatars-abuses,MEDIA,MSNBC hosts Mehdi Hasan and Ayman Mohyeldin claimed that Europe and the United States are hypocritical for voicing concerns about Qatar's human rights abuses.,https://www.foxnews.com/category/politics/foreign-policy
"Cuba's president arrived in Moscow, Saturday to begin a state visit to Russia",https://www.foxnews.com/video/6315978394112,VIDEO,During his visit he is expected to meet with Putin and attend an unveiling of a statue honoring Fidel Castro. (Video credit: Reuters.),https://www.foxnews.com/category/politics/foreign-policy
MSNBC hosts downplay Qatar human rights abuses while slamming the US,https://www.foxnews.com/video/6315973283112,VIDEO,Mehdi Hasan and Ayman Mohyeldin wondered whether the U.S. should be boycotted over the Supreme Court’s ruling on abortion and legislation on gender discussions in classrooms.,https://www.foxnews.com/category/politics/foreign-policy
Robbie Williams stands by decision to perform in Qatar for the World Cup despite backlash,https://www.foxnews.com/entertainment/robbie-williams-stands-decision-perform-qatar-world-cup-despite-backlash,MUSIC,Singer Robbie Williams is responding to backlash he has received for choosing to perform at the World Cup in Qatar amid growing concerns over human rights violations.,https://www.foxnews.com/category/politics/foreign-policy
Rep. Mike Waltz: 'Our adversaries are emboldened by weakness',https://www.foxnews.com/video/6315937124112,VIDEO,Florida Rep. Mike Waltz discusses President Biden's foreign policy and its effect on how others view America on a global stage on 'The Next Revolution.',https://www.foxnews.com/category/politics/foreign-policy
Turkey hits Kurdish militants with airstrikes days after Istanbul bombing,https://www.foxnews.com/world/turkey-hits-kurdish-militants-airstrikes-days-istanbul-bombing,TURKEY,"Turkey carried out airstrikes targeting Kurdish militants in northern Syria and Iraq on Sunday, days after a bombing attack killed six people in Istanbul.",https://www.foxnews.com/category/politics/foreign-policy
Iranian regime targets Kurdish city in crackdown on protests,https://www.foxnews.com/world/iranian-regime-targets-kurdish-city-crack-down-protests,IRAN,Iran has taken aim at a small Kurdish-majority city in its most recent attempt to fight back against protests that have raged in the country for over two months.,https://www.foxnews.com/category/politics/foreign-policy
Iranian regime continues its crack down on protesters,https://www.foxnews.com/video/6315913415112,VIDEO,Residents in Iran's Kurdish city of Mahabad have had their power and internet access cut as the regime fights back against demonstrations.,https://www.foxnews.com/category/politics/foreign-policy
Cotton sides with Biden on granting immunity to Saudi crown prince,https://www.foxnews.com/politics/cotton-sides-with-biden-granting-immunity-saudi-crown-prince,SAUDI ARABIA,"The Biden administration's decision to shield Saudi Crown Prince Mohammed bin Salman from U.S.-based lawsuits was backed by Sen. Tom Cotton, R-Ark, on Fox News Sunday.",https://www.foxnews.com/category/politics/foreign-policy
Parents should be ‘very concerned’ about TikTok: Sen. Mark Warner,https://www.foxnews.com/video/6315911485112,VIDEO,"Sen. Mark Warner, D-Va., discusses TikTok and its potential to become a national security concern, and the Senate’s decision to advance a bill that would protect same-sex marriage under federal law.",https://www.foxnews.com/category/politics/foreign-policy
"Trump says Biden 'betrayed Israel and the Jewish community,' vowed to strengthen relations if elected in 2024",https://www.foxnews.com/politics/trump-says-biden-betrayed-israel-jewish-community-vowed-strengthen-relations-elected-2024,DONALD TRUMP,"Former President Trump said he is “proud to be the greatest friend Israel has ever had in the White House,” and said Biden “betrayed Israel and the Jewish community,”",https://www.foxnews.com/category/politics/foreign-policy
Over 100 hospitals hit by cyber-attacks is prompting calls to reevaluate cyber security,https://www.foxnews.com/video/6315868431112,VIDEO,Kroll Cyber Risk managing director John Bennett sounds the alarm on American cyber security after a huge wave of ransomware attacks plague hospitals.,https://www.foxnews.com/category/politics/foreign-policy
Report says $20 million in military research going to China,https://www.foxnews.com/video/6315854293112,VIDEO,Openthebooks.com founder Adam Andrzejewski unpacks a watchdog report that says $20 million in U.S. military research is going to Chinese institutions.,https://www.foxnews.com/category/politics/foreign-policy
Former national security adviser addresses North Korea and China fears,https://www.foxnews.com/video/6315831898112,VIDEO,Lt. Gen. Keith Kellogg weighs in on North Korea's long-range ballistic missile launch and China's belligerence toward Taiwan on 'Your World.',https://www.foxnews.com/category/politics/foreign-policy
Biden ripped on MSNBC for granting immunity to Saudi crown prince in Khashoggi killing: 'Disturbing',https://www.foxnews.com/media/biden-ripped-msnbc-granting-immunity-saudi-crown-prince-khashoggi-killing-disturbing,MEDIA,Journalists on MSNBC slammed Joe Biden's decision to grant immunity to the Saudi crown prince for the death of U.S.-based journalist Jamal Khashoggi in 2018.,https://www.foxnews.com/category/politics/foreign-policy
"CNN drops producer over past praise of Hamas terrorists, quipping he was on '#TeamHitler'",https://www.foxnews.com/media/cnn-drops-producer-past-praise-hamas-terrorists-quipping-teamhitler,MEDIA,CNN told Fox News Digital this week it was cutting ties with a freelance producer after a report found he had previously praised Hamas terrorists.,https://www.foxnews.com/category/politics/foreign-policy
MSNBC blasts Biden decision to shield Saudi Crown Prince in Khashoggi killing,https://www.foxnews.com/video/6315800121112,VIDEO,"A panel on ""Morning Joe"" called President Biden's messaging and actions on Saudi Arabia ""incoherent"" and his decision to give immunity to the Saudi Crown Prince ""disturbing.""",https://www.foxnews.com/category/politics/foreign-policy
US trying to give Saudi crown prince immunity is ‘embarrassment’: Ian Bremmer,https://www.foxnews.com/video/6315795910112,VIDEO,Eurasia Group president Ian Bremmer responds to news that the Biden administration is working to give the Saudi crown prince immunity over the murder of journalist Jamal Khashoggi and discusses the long-term threat China poses to American security.,https://www.foxnews.com/category/politics/foreign-policy
"Iranian police open fire on protesters, video shows",https://www.foxnews.com/world/iranian-police-open-fire-protesters-video-shows,IRAN,"Brutal videos have emerged from Iran amid ongoing protests since Mahsa Amini's death, one showing police appearing to fire on a crowd at a metro station.",https://www.foxnews.com/category/politics/foreign-policy
Turkish official accuses US of complicity in deadly bombing: 'The killer is among the first ones returning',https://www.foxnews.com/world/turkish-officials-accuses-us-complicity-deadly-bombing-killer-first-ones-returning,TURKEY,"The U.S. has worked with Syrian Kurdish militias as part of its efforts to combat the Islamic State, which caused friction with Turkey who considers such groups as terrorists.",https://www.foxnews.com/category/politics/foreign-policy
US must catch up to China’s digital currency capability in order to 'lead the world': Paul Ryan policy volume,https://www.foxnews.com/politics/us-catch-chinas-digital-currency-lead-world-paul-ryan-policy-volume,CHINA,"Paul Ryan's policy volume outlines challenges the U.S. faces, particularly China's dominance in the digital currency realm, and offers solutions to restore U.S. financial dominance.",https://www.foxnews.com/category/politics/foreign-policy
"Xi confronts Trudeau at G-20, claiming private conversation 'leaked' to media",https://www.foxnews.com/video/6315724531112,VIDEO,"Chinese President Xi Jinping complained to Canadian Prime Minister Justin Trudeau Wednesday at the G-20, claiming details of their private conversation was ""leaked"" to the media. (Credit: CTV)",https://www.foxnews.com/category/politics/foreign-policy
"China is preparing for war, not saving the planet",https://www.foxnews.com/opinion/china-preparing-war-saving-planet,OPINION,"President Joe Biden met with Xi Jinping and focused on climate change, but China has been preparing for war amid a green energy push.",https://www.foxnews.com/category/politics/foreign-policy
North Korea fired ballistic missile that landed near South Korea: Seoul,https://www.foxnews.com/world/north-korea-fired-ballistic-missile-landed-near-south-korea-seoul,WORLD,"South Korean officials said North Korea fired a ballistic missile that landed just east of its country. It happened after a trilateral meeting with the U.S., South Korea and Japan.",https://www.foxnews.com/category/politics/foreign-policy
Rep. Jim Banks: We can't lead abroad when we're so weak at home,https://www.foxnews.com/video/6315703088112,VIDEO,"Rep. Jim Banks, R-Ind., and American Majority CEO Ned Ryun break down the Biden administration's plan to continue providing aid to Ukraine on 'The Ingraham Angle.'",https://www.foxnews.com/category/politics/foreign-policy
Israel urges citizens to 'downplay' their Israeli identity at Qatar World Cup for their own 'security',https://www.foxnews.com/world/israel-urges-citizens-downplay-their-israeli-identity-qatar-world-cup-their-own-security,ISRAEL,Israel is warning its residents who travel to the World Cup to 'downplay' their Israeli status due to concerns about strict laws and anti-Israel sentiments in Qatar.,https://www.foxnews.com/category/politics/foreign-policy
Brett Velicovich: Poland missile incident a 'diplomatic mess',https://www.foxnews.com/video/6315688823112,VIDEO,Former Army Special Ops Brett Velicovich responds to developments in the Poland missile incident and discusses the consequences of the ongoing war in Ukraine on NATO territories.,https://www.foxnews.com/category/politics/foreign-policy
US sanctions Iranian state media officials over complicity in Tehran’s suppression of citizens,https://www.foxnews.com/world/us-sanctions-iranian-state-media-officials-complicity-tehrans-suppression-citizens,IRAN,The Treasury Department has sanctioned six officials at an Iranian state-run media corporation for their alleged complicity in government suppression.,https://www.foxnews.com/category/politics/foreign-policy
"Israel, US point to Iran after drone strikes Israeli-controlled tanker off Oman's coast",https://www.foxnews.com/world/israel-us-point-iran-after-drone-strikes-israeli-controlled-tanker-off-omans-coast,WORLD,Israeli and U.S. officials are blaming Iran for a drone strike on an Israeli-operated tanker off the coast of Oman that Iran says is the fault of Israel.,https://www.foxnews.com/category/politics/foreign-policy
Jack Keane: US should not be talking about Ukraine negotiating with Putin,https://www.foxnews.com/video/6315684567112,VIDEO,Fox News senior strategic analyst Gen. Jack Keane says the U.S. is contributing to NATO’s assessment of the missile striking Poland and says the likelihood that it originated from Russia is ‘off the table.’,https://www.foxnews.com/category/politics/foreign-policy
Sen. Cruz slams DOJ over investigation into journalist Shireen Abu Akleh's killing,https://www.foxnews.com/world/sen-cruz-slams-doj-investigation-journalist-shireen-abu-aklehs-killing,ISRAEL,Sen. Ted Cruz slammed reports that the Justice Department has opened an investigation into the death of Palestinian-American journalist Shireen Abu Akleh.,https://www.foxnews.com/category/politics/foreign-policy
US should avoid immediate escalation while demanding explanation from Russia: Kurt Volker,https://www.foxnews.com/video/6315631853112,VIDEO,Former U.S. ambassador to NATO Kurt Volker responds to a report suggesting Russian missiles killed two people in Poland.,https://www.foxnews.com/category/politics/foreign-policy
"Left-wing green agenda backed by John Kerry would be 'disaster' for developing world, experts say",https://www.foxnews.com/politics/left-wing-green-agenda-backed-john-kerry-disaster-developing-world-experts-say,UNITED NATIONS,Special Presidential Envoy for Climate John Kerry's agenda to force a global trillion-dollar-per-year transition away from fossil fuels would be disastrous for the poorest nations.,https://www.foxnews.com/category/politics/foreign-policy
Biden unveils massive deal to move Indonesia off coal during trip to Asia,https://www.foxnews.com/video/6315603138112,VIDEO,Security Studies President Jim Hanson joined 'Fox & Friends First' to discuss Biden's trip to Indonesia and his failure to discuss fentanyl and COVID with Chinese President Xi Jinping. ,https://www.foxnews.com/category/politics/foreign-policy
Biden's weakness on full display in Xi meeting – president no match for China's tyrant,https://www.foxnews.com/opinion/bidens-weakness-full-dispaly-xi-meeting-president-no-match-chinas-tyrant,OPINION,President Biden and Chinese President Xi Jinping met face-to-face on Monday in Bali. China's goal is world domination. It's not clear if President Biden understands Xi's intentions.,https://www.foxnews.com/category/politics/foreign-policy
Gen. Jack Keane: Putin has not given up on aspirations in Ukraine,https://www.foxnews.com/video/6315580067112,VIDEO,Fox News senior strategic analyst Gen. Jack Keane gives his take on President Biden's meeting with Xi Jinping and the latest in Ukraine on 'Special Report.',https://www.foxnews.com/category/politics/foreign-policy
Iran issues first known death sentence to anti-government protester,https://www.foxnews.com/world/iran-issues-first-known-death-sentence-anti-government-protester,IRAN,Iran's Revolutionary Court has issued its first known death sentence against an anti-government protester and handed jail terms to five others.,https://www.foxnews.com/category/politics/foreign-policy
Biden and Xi meet at G-20 summit amid rising US-China tensions,https://www.foxnews.com/video/6315575639112,VIDEO,Retired Army Lt. Col. Bob Maginnis shares his key takeaways from President Biden and China's Xi Jinping on Monday on 'Your World.',https://www.foxnews.com/category/politics/foreign-policy
Biden says after Xi meeting he doesn’t believe there is ‘imminent attempt’ from China to invade Taiwan,https://www.foxnews.com/politics/biden-says-xi-meeting-doesnt-believe-imminent-attempt-china-invade-taiwan,JOE BIDEN,President Biden said following his meeting with Chinese President Xi Jinping in Indonesia Monday that he doesn’t think China is preparing to invade Taiwan.,https://www.foxnews.com/category/politics/foreign-policy
Biden administration making 'dumb' energy decisions that create problems in Europe: Rep Victoria Spartz,https://www.foxnews.com/video/6315452549112,VIDEO,"Rep. Victoria Spartz, R-Ind., discusses how Biden's energy policies create problems domestically and abroad and calls for the Biden administration to be held accountable for Ukraine aid on 'Fox & Friends Weekend.'",https://www.foxnews.com/category/politics/foreign-policy
U.S. 'losing the edge' in China deterrence: Rebeccah Heinrichs,https://www.foxnews.com/video/6315448874112,VIDEO,"Hudson Institute Sr. Fellow Rebeccah Heinrichs and The Federalist Sr. Fellow Helen Raleigh discusses Biden's summit with Xi Jinping, and the President's 'red lines' for China on 'Fox & Friends Weekend.'",https://www.foxnews.com/category/politics/foreign-policy
Former Islamist details horrific abuse he witnessed after being jailed in Egypt,https://www.foxnews.com/media/former-islamist-details-horrific-abuse-he-witnessed-jailed-egypt,FOX NEWS FLASH,"Reformed radical turned counter-extremism activist Maajid Nawaz opens up about the torture he witnessed after being taken into custody in Egypt on ""Tucker Carlson Today.""",https://www.foxnews.com/category/politics/foreign-policy
"Paul Pelosi, Biden family members among 200 Americans sanctioned by Russia",https://www.foxnews.com/world/paul-pelosi-biden-family-members-among-americans-sanctioned-russia,RUSSIA,"Russia said on Friday it has banned 200 Americans, including Paul Pelosi, from entering the country because of their support for Ukraine.",https://www.foxnews.com/category/politics/foreign-policy
Egypt taking steps to increase renewable energy despite challenges,https://www.foxnews.com/world/egypt-taking-steps-renewable-energy-despite-challenges,MIDDLE EAST,"Egypt is taking steps to increase renewable energy generated in the country, but a new string of gas discoveries may slow the country's transition.",https://www.foxnews.com/category/politics/foreign-policy
"US rejects over 1,000 Chinese solar energy component shipments over slave labor concerns",https://www.foxnews.com/world/us-rejects-over-1000-chinese-solar-energy-component-shipments-over-slave-labor-concerns,CHINA,"Over 1,000 solar energy component shipments from China's Xinjiang region have been abandoned following an import ban as concerns mount over slave labor and the detention of Uyghurs.",https://www.foxnews.com/category/politics/foreign-policy
Calls grow for boycott of Qatar World Cup amid human rights violation concerns,https://www.foxnews.com/world/calls-grow-boycott-qatar-world-cup-amid-human-rights-violation-concerns,SOCCER,Supporters of the effort to boycott the World Cup in Qatar this month — in response to human rights abuses in the the country — say the movement is growing traction.,https://www.foxnews.com/category/politics/foreign-policy
Rep. Michael Waltz: We want accountability for soldiers killed in Afghanistan withdrawal,https://www.foxnews.com/video/6315383582112,VIDEO,"Rep. Michael Waltz, R-Fla., responds to President Biden’s promise to work with Republicans after the elections and weighs in on key foreign policy issues.",https://www.foxnews.com/category/politics/foreign-policy
Would a Republican House investigate the US withdrawal from Afghanistan?,https://www.foxnews.com/politics/would-republican-house-re-open-investigations-us-withdrawal-afghanistan,AFGHANISTAN,"If Republicans take a majority in the House of Representatives, the party will likely launch investigations into the United States' withdrawal from Afghanistan.",https://www.foxnews.com/category/politics/foreign-policy
Newly discovered Egyptian tunnel could be link to Cleopatra's long-lost tomb,https://www.foxnews.com/world/newly-discovered-egyptian-tunnel-could-link-cleopatras-long-lost-tomb,ANCIENT EGYPT,"Speculation has arisen that a newly discovered tunnel near Alexandria, Egypt, could potentially lead to the long-lost 2,000-year-old tomb of Queen Cleopatra.",https://www.foxnews.com/category/politics/foreign-policy
Egyptian prison authorities intervene medically after imprisoned activist escalates hunger strike,https://www.foxnews.com/world/egyptian-prison-authorities-intervene-medically-after-imprisoned-activist-escalates-hunger-strike,AFRICA,"Alaa Abdel-Fattah, a pro-democracy activist, escalated his hunger strike by not drinking any water. Egypt authorities now say he is now receiving medical intervention.",https://www.foxnews.com/category/politics/foreign-policy
American man killed in Iraq,https://www.foxnews.com/video/6315297430112,VIDEO,The body of Stephen Edward Troell was taken to a Baghdad hospital on Monday night. (Credit: Reuters),https://www.foxnews.com/category/politics/foreign-policy
"Taliban to ban women from gyms, parks because gender segregation, headscarf laws 'not observed'",https://www.foxnews.com/world/taliban-ban-women-gyms-parks-gender-segregation-headscarf-laws-not-observed,AFGHANISTAN,"The Taliban instituted the ban after attempting several policies to enforce a gender segregation, including different days for men and women to access parks and gyms.",https://www.foxnews.com/category/politics/foreign-policy
Biden not ‘capable’ of projecting strength during upcoming meeting with China’s Xi: McCaul,https://www.foxnews.com/politics/biden-not-capable-projecting-strength-upcoming-meeting-chinas-xi-mccaul,CHINA,"Rep. Michael McCaul, who is anticipated to chair the House Foreign Affairs Committee, fears Biden cannot show strength in his upcoming international meetings.",https://www.foxnews.com/category/politics/foreign-policy
"Biden, predecessors 'taught the Chinese to be aggressive' as tensions mount over Taiwan: Gordon Chang",https://www.foxnews.com/video/6315291322112,VIDEO,Senior fellow at the Gatestone Institute Gordon Chang joined 'Fox & Friends First' to discuss Biden vowing to draw 'red lines' with China over Taiwan.,https://www.foxnews.com/category/politics/foreign-policy
World Cup 2022: United States Men's National Team roster revealed,https://www.foxnews.com/sports/world-cup-2022-united-states-mens-national-team-roster-revealed,THE WORLD CUP,The 26-man World Cup roster for Team USA has been revealed. The team's first game will be played Nov. 21 against Wales after failing to qualify in 2018.,https://www.foxnews.com/category/politics/foreign-policy
Contractor pleads guilty to fatally striking Air Force captain with forklift on military base in UAE,https://www.foxnews.com/us/contractor-air-force-captain-forklift-uae,CRIME,"A civilian contractor has pleaded guilty to the killing of an Air Force officer he struck with a forklift while on a cellphone, the Justice Department said",https://www.foxnews.com/category/politics/foreign-policy
American woman released from Saudi Arabian jail after two-day detention over tweets critical of the kingdom,https://www.foxnews.com/world/american-woman-released-saudi-arabian-jail-two-day-detention-tweets-critical-kingdom,SAUDI ARABIA,Carly Morris has remained trapped in Saudi Arabia since 2019 when she took her daughter to visit her ex-husband's family as the country's guardianship laws favor the father.,https://www.foxnews.com/category/politics/foreign-policy
Sewage pipe in Egypt bursts after COP27 attendees complain about lack of basic necessities,https://www.foxnews.com/politics/sewage-pipe-egypt-bursts-cop27-attendees-complain-lack-basic-necessities,MIDDLE EAST,"After COP27 participants complained about the lack of basic necessities, a pipe in Egypt ruptured on Wednesday leaving streams of foul-smelling sewage near this year’s venue.",https://www.foxnews.com/category/politics/foreign-policy
Keeping the troops warm in Ukraine as winter fast approaches,https://www.foxnews.com/video/6315236373112,VIDEO,"Fox News' senior foreign affairs correspondent, Greg Palkot reports on how low-tech methods are helping during a hi-tech war.",https://www.foxnews.com/category/politics/foreign-policy
"Brittney Griner's move to Russian penal colony draws rebuke, lawyers unsure of her whereabouts",https://www.foxnews.com/sports/brittney-griners-move-russian-penal-colony-draws-rebuke-lawyers-unsure-whereabouts,WNBA,Brittney Griner was sent to a penal colony on Wednesday as she serves punishment in Russia. Antony Blinken slammed the move and her lawyers are concerned for her whereabouts.,https://www.foxnews.com/category/politics/foreign-policy
"White House should call for regime change in Iran and take sanctions relief off the table, report says",https://www.foxnews.com/world/white-house-should-call-regime-change-iran-take-sanctions-relief-the-table-report-says,IRAN,Iran expert Tzvi Kahn says the Biden administration should take the possibility of sanctions relief for Iran off the table and explicitly call for regime change in the country.,https://www.foxnews.com/category/politics/foreign-policy
"John Kerry’s handshake with accused narco-terrorist Nicolas Maduro was 'unplanned,' says State Dept",https://www.foxnews.com/politics/john-kerrys-handshake-accused-narco-terrorist-nicolas-maduro-unplanned-state-dept,NATIONAL SECURITY,"Special Envoy for Climate John Kerry on Tuesday shook hands with accused narco-terrorist Nicolas Maduro, a man with a $15 million price on his head from the State Department.",https://www.foxnews.com/category/politics/foreign-policy
"US aid worker shot and killed in Baghdad, Iraq",https://www.foxnews.com/world/us-aid-worker-shot-killed-baghdad-iraq,IRAQ,"Gunmen shot and killed a U.S. citizen on Monday who was working as an aid worker for an international organization in Baghdad, Iraq, officials said.",https://www.foxnews.com/category/politics/foreign-policy
"North Korea is biding time before it conducts 7th nuclear test, experts say",https://www.foxnews.com/world/north-korea-biding-time-before-conducts-7th-nuclear-test-experts-say,NORTH KOREA,North Korea tested dozens of missiles last week but it is uncertain when its seventh nuclear test will take place. Some experts say Kim Jong Un is biding his time.,https://www.foxnews.com/category/politics/foreign-policy
Exclusive: Putin takes aim at Ukraine's energy infrastructure,https://www.foxnews.com/video/6315097302112,VIDEO,Fox News' senior foreign affairs correspondent Greg Palkot reports from Kyiv on how Ukrainians are coping under Russian drone and missile attacks.,https://www.foxnews.com/category/politics/foreign-policy
Kim Jong Un wants ‘leverage’ on the US: Gen. Jack Keane,https://www.foxnews.com/video/6315020823112,VIDEO,Fox News senior strategic analyst Gen. Jack Keane discusses North Korea’s record missile launches and what it means for foreign policy.,https://www.foxnews.com/category/politics/foreign-policy
"Biden yet to call Netanyahu after election win despite calls to challenger, Palestinian president",https://www.foxnews.com/politics/biden-call-netanyahu-election-win-calls-challenger-palestinian-president,BENJAMIN NETANYAHU,Secretary of State Antony Blinken has yet to call Netanyahu but spoke Saturday with Palestinian President Mahmoud Abbas to reaffirm a commitment to a two-state solution.,https://www.foxnews.com/category/politics/foreign-policy
"US should show why American teacher held in Russia is not considered 'wrongfully detained,' congressman says",https://www.foxnews.com/politics/us-should-show-why-american-teacher-held-russia-not-considered-wrongfully-detained-congressman-says,RUSSIA,"U.S. Rep. Reschenthaler wants to know why Marc Fogel, who has been in Russia’s custody since August 2021, has not been classified as ""wrongfully detained.""",https://www.foxnews.com/category/politics/foreign-policy
"Peru pollution protest: 10 Americans on tourist riverboat held hostage, released",https://www.foxnews.com/world/peru-pollution-protest-10-americans-tourist-riverboat-held-hostage-released,SOUTH AMERICA,At least 10 Americans held hostage this week in Peru have been released after tourists became embroiled in an action by indigenous groups to stop oil spills.,https://www.foxnews.com/category/politics/foreign-policy
Trump ally Tom Barrack found not guilty of foreign agent charges,https://www.foxnews.com/politics/trump-ally-tom-barrack-found-not-guilty-foreign-agent-charges,DONALD TRUMP,"Billionaire Tom Barrack, a prominent ally of former president Donald Trump, was found not guilty of acting as an unregistered agent of a foreign government.",https://www.foxnews.com/category/politics/foreign-policy
Mike Pompeo fires back at protesters disrupting event: ‘Don’t know how lucky you are’,https://www.foxnews.com/video/6314938962112,VIDEO,"The former secretary of state was speaking at an event when protesters began yelling, before security escorted them away.",https://www.foxnews.com/category/politics/foreign-policy
"On this day in history, Nov. 4, 1980, Ronald Reagan elected president, heralding 'morning again in America'",https://www.foxnews.com/lifestyle/this-day-history-nov-4-1980-ronald-reagan-elected-president,LIFESTYLE,"Ronald Reagan, former Hollywood actor and California governor who became an icon of the conservative movement, won the first of two terms as president on Nov. 4, 1980.",https://www.foxnews.com/category/politics/foreign-policy
Disturbing video shows Iran’s police brutally beating anti-regime protester,https://www.foxnews.com/world/disturbing-video-shows-irans-police-brutally-beating-anti-regime-protester,IRAN,"Iran’s police mowed down a helpless protester with a motorcycle, live ammunition and beatings while the death toll of Iranians demonstrators killed by the regime reached at least 277 protestors as of Wednesday.",https://www.foxnews.com/category/politics/foreign-policy
Gen. Jack Keane on North Korea's motivations behind missile launches,https://www.foxnews.com/video/6314893717112,VIDEO,Fox News senior strategic analyst Gen. Jack Keane weighs in after North Korea missile launches trigger evacuation alerts in Japan on 'Your World.' ,https://www.foxnews.com/category/politics/foreign-policy
WARNING: GRAPHIC VIDEO. Iranian riot police brutally attack and shoot lone protester,https://www.foxnews.com/video/6314889522112,VIDEO,Iran has been condemned for committing grave human rights abuses against protesters. NGO's report that some 277 protesters have been killed since the uprising started. (Courtesy: The Foreign Desk.),https://www.foxnews.com/category/politics/foreign-policy
Saudi Arabia warns US of impending Iran attack: Report,https://www.foxnews.com/video/6314814644112,VIDEO,Fox News national security correspondent Jennifer Griffin has the latest on how the impending Iran threat tests US-Saudi Arabia relations on 'Your World.' ,https://www.foxnews.com/category/politics/foreign-policy
Nobel Prize winners urge world leaders to raise human rights issues at Egypt climate change conference,https://www.foxnews.com/world/nobel-prize-winners-urge-world-leaders-to-raise-human-rights-issues-at-egypt-climate-change-conference,AFRICA,"World leaders attending the COP27 climate summit in Egypt are being urged to bring up human rights issues, specifically the case of prominent imprisoned activist Abdel-Fattah.",https://www.foxnews.com/category/politics/foreign-policy
John Kerry will fly commercial to UN climate conference following backlash for private jet carbon emissions,https://www.foxnews.com/politics/john-kerry-fly-commercial-un-climate-conference-following-backlash-private-jet-carbon-emissions,CLIMATE CHANGE,The Department of State confirmed to Fox News Digital that Special Presidential Envoy for Climate John Kerry will travel to next week's climate summit via commercial airline.,https://www.foxnews.com/category/politics/foreign-policy
Netanyahu looks set to return to power in Israel after fifth election,https://www.foxnews.com/world/netanyahu-looks-set-return-power-israel-fifth-election,ISRAEL,Israel’s fifth election in four years looks set to return long-serving prime minister Benjamin Netanyahu to power. His Likud party is expected to form a coalition of right-wing and religious parties.,https://www.foxnews.com/category/politics/foreign-policy
Biden’s leadership has ‘undermined confidence’ in America: Sen. Tom Cotton,https://www.foxnews.com/video/6314793242112,VIDEO,"Sen. Tom Cotton, R-Ark., discusses foreign policy issues including North Korea missile launches and warnings of an attack from Iran and weighs whether Democrats’ messaging will work ahead of midterms.",https://www.foxnews.com/category/politics/foreign-policy
